component,protein,clean_score,corrupt_score,delta_d_proj,frac_of_total
attn_L1_H9,1HDKA,-0.315648,-0.395185,0.079537,0.007075
attn_L1_H9,1KMVA,-0.276427,-0.418436,0.142009,0.008083
attn_L1_H9,1S3CA,-0.103841,-0.305502,0.201661,0.030845
attn_L1_H9,1T2WA,-0.169230,-0.360801,0.191571,0.041132
attn_L1_H9,1U2KA,-0.207774,-0.382246,0.174472,0.011992
attn_L1_H9,2CZQA,-0.233973,-0.360984,0.127011,0.008653
attn_L1_H9,2D2EA,-0.283183,-0.389320,0.106137,0.006583
attn_L1_H9,2D59A,-0.357158,-0.416900,0.059743,0.006440
attn_L1_H9,2D5MA,-0.300789,-0.405883,0.105095,0.008678
attn_L1_H9,2DYIA,-0.192094,-0.345131,0.153037,0.015272
attn_L1_H9,2GK4A,-0.283931,-0.380715,0.096784,0.010952
attn_L1_H9,2II1A,-0.228679,-0.395672,0.166993,0.012386
attn_L1_H9,2O2KA,0.044196,-0.063681,0.107877,0.017841
attn_L1_H9,2OZEA,-0.370044,-0.436364,0.066320,0.006796
attn_L1_H9,2PJZA,-0.326506,-0.411107,0.084601,0.006315
attn_L1_H9,2WAWA,-0.202903,-0.343926,0.141023,0.008120
attn_L1_H9,2YC3A,-0.383021,-0.450911,0.067890,0.006492
attn_L1_H9,3BZMA,-0.332646,-0.386212,0.053566,0.018717
attn_L1_H9,3C8MA,-0.298531,-0.434122,0.135591,0.006882
attn_L1_H9,3EYEA,-0.200972,-0.368493,0.167521,0.011614
attn_L1_H9,3FF9A,-0.251074,-0.366321,0.115247,0.019700
attn_L1_H9,3FZ4A,-0.344535,-0.421796,0.077261,0.008914
attn_L1_H9,3G5TA,-0.230708,-0.390424,0.159716,0.007926
attn_L1_H9,3GX8A,-0.424595,-0.466042,0.041446,0.004256
attn_L1_H9,3JRNA,-0.312282,-0.419407,0.107125,0.006490
attn_L1_H9,3L51A,-0.291105,-0.428215,0.137110,0.014675
attn_L1_H9,3LWXA,-0.193618,-0.322570,0.128952,0.019763
attn_L1_H9,3N08A,-0.310940,-0.353950,0.043011,0.004407
attn_L1_H9,3NY7A,-0.036637,-0.251474,0.214837,0.019806
attn_L1_H9,3PU9A,-0.152667,-0.315422,0.162755,0.011012
attn_L1_H9,3R6DA,-0.320256,-0.419192,0.098936,0.007257
attn_L1_H9,3RHBA,-0.443111,-0.476139,0.033027,0.002461
attn_L1_H9,3ZSJA,-0.130768,-0.306723,0.175955,0.013634
attn_L1_H9,4GS1A,-0.058615,-0.224051,0.165436,0.021525
attn_L1_H9,4I8HA,-0.423649,-0.484400,0.060751,0.009332
attn_L1_H9,4K8WA,-0.075192,-0.302424,0.227232,0.025816
attn_L1_H9,4LBHA,-0.380212,-0.415214,0.035002,0.004009
attn_L1_H9,4LH6A,-0.272663,-0.415115,0.142452,0.008764
attn_L1_H9,4MUOA,-0.292754,-0.416157,0.123402,0.006001
attn_L1_H9,4MZCA,-0.400798,-0.446881,0.046083,0.005414
attn_L1_H9,4PEDA,-0.360747,-0.461011,0.100264,0.003949
attn_L1_H9,4RVCA,-0.386269,-0.454721,0.068451,0.005866
attn_L1_H9,4TL6A,-0.100423,-0.310774,0.210352,0.014278
attn_L1_H9,4WBJA,-0.265360,-0.409645,0.144285,0.012592
attn_L1_H9,4XRAA,-0.324672,-0.423942,0.099270,0.004711
attn_L1_H9,5AJGA,-0.220319,-0.382818,0.162499,0.010367
attn_L1_H10,1CUKA,0.135511,0.123608,0.011903,0.000923
attn_L1_H10,1F86A,0.061640,0.070693,-0.009053,-0.000768
attn_L1_H10,1G3QA,0.051861,0.052993,-0.001132,-0.000073
attn_L1_H10,1H4XA,0.108584,0.105163,0.003421,0.000146
attn_L1_H10,1HDKA,0.015541,0.022338,-0.006797,-0.000605
attn_L1_H10,1KMVA,0.027241,0.047613,-0.020371,-0.001160
attn_L1_H10,1S3CA,0.112666,0.126001,-0.013335,-0.002040
attn_L1_H10,1T2WA,-0.025901,0.034249,-0.060150,-0.012915
attn_L1_H10,1U2KA,0.016312,0.045992,-0.029680,-0.002040
attn_L1_H10,2CZQA,0.073289,0.081603,-0.008314,-0.000566
attn_L1_H10,2D2EA,0.118465,0.124905,-0.006440,-0.000399
attn_L1_H10,2D59A,0.028701,0.041859,-0.013158,-0.001418
attn_L1_H10,2D5MA,0.067955,0.054363,0.013593,0.001122
attn_L1_H10,2DYIA,-0.012755,0.009143,-0.021898,-0.002185
attn_L1_H10,2GK4A,0.077784,0.090930,-0.013147,-0.001488
attn_L1_H10,2II1A,0.017927,0.042013,-0.024086,-0.001787
attn_L1_H10,2O2KA,-0.018979,0.015773,-0.034752,-0.005747
attn_L1_H10,2OZEA,0.105139,0.112681,-0.007542,-0.000773
attn_L1_H10,2PJZA,0.004633,0.023523,-0.018890,-0.001410
attn_L1_H10,2WAWA,0.001467,0.025891,-0.024424,-0.001406
attn_L1_H10,2YC3A,0.063360,0.066101,-0.002741,-0.000262
attn_L1_H10,3BZMA,0.069733,0.075414,-0.005681,-0.001985
attn_L1_H10,3C8MA,0.041291,0.065739,-0.024448,-0.001241
attn_L1_H10,3EYEA,0.091429,0.102028,-0.010599,-0.000735
attn_L1_H10,3FF9A,0.111153,0.115568,-0.004416,-0.000755
attn_L1_H10,3FZ4A,0.063925,0.080572,-0.016647,-0.001921
attn_L1_H10,3G5TA,-0.027048,0.008468,-0.035517,-0.001763
attn_L1_H10,3GX8A,0.047548,0.051702,-0.004154,-0.000427
attn_L1_H10,3JRNA,0.086071,0.093194,-0.007123,-0.000432
attn_L1_H10,3L51A,0.014338,0.070940,-0.056602,-0.006058
attn_L1_H10,3LWXA,0.086409,0.082726,0.003684,0.000565
attn_L1_H10,3N08A,0.020444,0.033053,-0.012610,-0.001292
attn_L1_H10,3NY7A,-0.074979,-0.016713,-0.058267,-0.005372
attn_L1_H10,3PU9A,0.017414,0.038173,-0.020759,-0.001405
attn_L1_H10,3R6DA,0.126754,0.125326,0.001428,0.000105
attn_L1_H10,3RHBA,0.132569,0.126800,0.005769,0.000430
attn_L1_H10,3ZSJA,-0.030056,0.006518,-0.036574,-0.002834
attn_L1_H10,4GS1A,0.107940,0.111585,-0.003645,-0.000474
attn_L1_H10,4I8HA,0.085744,0.097975,-0.012231,-0.001879
attn_L1_H10,4K8WA,-0.007962,0.026547,-0.034509,-0.003921
attn_L1_H10,4LBHA,0.066082,0.057021,0.009061,0.001038
attn_L1_H10,4LH6A,0.087139,0.087323,-0.000184,-0.000011
attn_L1_H10,4MUOA,0.026141,0.052777,-0.026636,-0.001295
attn_L1_H10,4MZCA,0.080474,0.080586,-0.000113,-0.000013
attn_L1_H10,4PEDA,0.078346,0.078452,-0.000106,-0.000004
attn_L1_H10,4RVCA,0.040163,0.038234,0.001929,0.000165
attn_L1_H10,4TL6A,-0.008667,0.032359,-0.041025,-0.002785
attn_L1_H10,4WBJA,0.000036,0.031043,-0.031007,-0.002706
attn_L1_H10,4XRAA,0.022646,0.058080,-0.035434,-0.001682
attn_L1_H10,5AJGA,0.035967,0.055615,-0.019648,-0.001254
attn_L1_H11,1CUKA,0.207528,0.210769,-0.003241,-0.000251
attn_L1_H11,1F86A,0.200237,0.217509,-0.017272,-0.001464
attn_L1_H11,1G3QA,0.212505,0.173866,0.038638,0.002506
attn_L1_H11,1H4XA,0.100966,0.174659,-0.073693,-0.003147
attn_L1_H11,1HDKA,0.209837,0.194405,0.015432,0.001373
attn_L1_H11,1KMVA,0.212152,0.207419,0.004733,0.000269
attn_L1_H11,1S3CA,0.166022,0.218372,-0.052350,-0.008007
attn_L1_H11,1T2WA,0.157132,0.199550,-0.042417,-0.009107
attn_L1_H11,1U2KA,0.179902,0.189837,-0.009934,-0.000683
attn_L1_H11,2CZQA,0.161005,0.179663,-0.018657,-0.001271
attn_L1_H11,2D2EA,0.205194,0.205718,-0.000523,-0.000032
attn_L1_H11,2D59A,0.234221,0.227913,0.006308,0.000680
attn_L1_H11,2D5MA,0.188538,0.191560,-0.003021,-0.000249
attn_L1_H11,2DYIA,0.165609,0.187021,-0.021413,-0.002137
attn_L1_H11,2GK4A,0.211988,0.209070,0.002918,0.000330
attn_L1_H11,2II1A,0.207619,0.200209,0.007410,0.000550
attn_L1_H11,2O2KA,-0.039121,0.141810,-0.180931,-0.029923
attn_L1_H11,2OZEA,0.246650,0.231843,0.014807,0.001517
attn_L1_H11,2PJZA,0.218926,0.228741,-0.009815,-0.000733
attn_L1_H11,2WAWA,0.198848,0.210786,-0.011938,-0.000687
attn_L1_H11,2YC3A,0.215280,0.203115,0.012166,0.001163
attn_L1_H11,3BZMA,0.181179,0.183868,-0.002689,-0.000940
attn_L1_H11,3C8MA,0.235477,0.223538,0.011939,0.000606
attn_L1_H11,3EYEA,0.171692,0.201831,-0.030139,-0.002090
attn_L1_H11,3FF9A,0.224335,0.226547,-0.002211,-0.000378
attn_L1_H11,3FZ4A,0.191555,0.223638,-0.032083,-0.003702
attn_L1_H11,3G5TA,0.205792,0.206066,-0.000275,-0.000014
attn_L1_H11,3GX8A,0.226402,0.217097,0.009305,0.000956
attn_L1_H11,3JRNA,0.205850,0.241525,-0.035674,-0.002161
attn_L1_H11,3L51A,0.210202,0.224541,-0.014339,-0.001535
attn_L1_H11,3LWXA,0.184613,0.195474,-0.010861,-0.001665
attn_L1_H11,3N08A,0.210990,0.191489,0.019501,0.001998
attn_L1_H11,3NY7A,0.131795,0.193992,-0.062197,-0.005734
attn_L1_H11,3PU9A,0.181701,0.192464,-0.010763,-0.000728
attn_L1_H11,3R6DA,0.208327,0.209811,-0.001484,-0.000109
attn_L1_H11,3RHBA,0.241944,0.258283,-0.016339,-0.001217
attn_L1_H11,3ZSJA,0.170507,0.212637,-0.042131,-0.003264
attn_L1_H11,4GS1A,0.200024,0.217491,-0.017467,-0.002273
attn_L1_H11,4I8HA,0.211153,0.189780,0.021373,0.003283
attn_L1_H11,4K8WA,0.184745,0.223299,-0.038553,-0.004380
attn_L1_H11,4LBHA,0.210686,0.227168,-0.016482,-0.001888
attn_L1_H11,4LH6A,0.212024,0.217417,-0.005393,-0.000332
attn_L1_H11,4MUOA,0.185843,0.209075,-0.023233,-0.001130
attn_L1_H11,4MZCA,0.217391,0.226726,-0.009334,-0.001097
attn_L1_H11,4PEDA,0.186587,0.185108,0.001479,0.000058
attn_L1_H11,4RVCA,0.199992,0.194218,0.005774,0.000495
attn_L1_H11,4TL6A,0.137783,0.199672,-0.061889,-0.004201
attn_L1_H11,4WBJA,0.212803,0.236969,-0.024166,-0.002109
attn_L1_H11,4XRAA,0.199390,0.190096,0.009294,0.000441
attn_L1_H11,5AJGA,0.213245,0.212927,0.000318,0.000020
attn_L1_H12,1CUKA,0.277763,0.328306,-0.050543,-0.003919
attn_L1_H12,1F86A,0.171001,0.230107,-0.059106,-0.005011
attn_L1_H12,1G3QA,0.282816,0.340931,-0.058115,-0.003770
attn_L1_H12,1H4XA,0.171127,0.254946,-0.083819,-0.003580
attn_L1_H12,1HDKA,0.277347,0.331904,-0.054557,-0.004853
attn_L1_H12,1KMVA,0.277932,0.314797,-0.036865,-0.002098
attn_L1_H12,1S3CA,0.239659,0.245974,-0.006315,-0.000966
attn_L1_H12,1T2WA,0.239447,0.263247,-0.023800,-0.005110
attn_L1_H12,1U2KA,0.256999,0.297789,-0.040790,-0.002804
attn_L1_H12,2CZQA,0.286122,0.314049,-0.027927,-0.001903
attn_L1_H12,2D2EA,0.240407,0.279010,-0.038603,-0.002394
attn_L1_H12,2D59A,0.238113,0.286626,-0.048513,-0.005230
attn_L1_H12,2D5MA,0.214445,0.284657,-0.070212,-0.005798
attn_L1_H12,2DYIA,0.181692,0.258634,-0.076943,-0.007678
attn_L1_H12,2GK4A,0.244580,0.278650,-0.034070,-0.003855
attn_L1_H12,2II1A,0.232463,0.271116,-0.038653,-0.002867
attn_L1_H12,2O2KA,-0.055947,0.195608,-0.251555,-0.041603
attn_L1_H12,2OZEA,0.302640,0.331895,-0.029255,-0.002998
attn_L1_H12,2PJZA,0.244016,0.278348,-0.034331,-0.002563
attn_L1_H12,2WAWA,0.273452,0.289673,-0.016221,-0.000934
attn_L1_H12,2YC3A,0.284423,0.357213,-0.072790,-0.006960
attn_L1_H12,3BZMA,0.246096,0.260801,-0.014704,-0.005138
attn_L1_H12,3C8MA,0.211026,0.244653,-0.033627,-0.001707
attn_L1_H12,3EYEA,0.308264,0.323993,-0.015728,-0.001090
attn_L1_H12,3FF9A,0.278324,0.306104,-0.027780,-0.004749
attn_L1_H12,3FZ4A,0.217308,0.266819,-0.049511,-0.005712
attn_L1_H12,3G5TA,0.220361,0.250490,-0.030129,-0.001495
attn_L1_H12,3GX8A,0.234906,0.265808,-0.030903,-0.003173
attn_L1_H12,3JRNA,0.219278,0.290547,-0.071269,-0.004318
attn_L1_H12,3L51A,0.226584,0.274945,-0.048361,-0.005176
attn_L1_H12,3LWXA,0.245012,0.293023,-0.048011,-0.007358
attn_L1_H12,3N08A,0.240931,0.305502,-0.064572,-0.006616
attn_L1_H12,3NY7A,0.142220,0.233120,-0.090899,-0.008380
attn_L1_H12,3PU9A,0.235744,0.248058,-0.012314,-0.000833
attn_L1_H12,3R6DA,0.247707,0.313014,-0.065306,-0.004790
attn_L1_H12,3RHBA,0.211884,0.270859,-0.058975,-0.004394
attn_L1_H12,3ZSJA,0.211635,0.271994,-0.060360,-0.004677
attn_L1_H12,4GS1A,0.195124,0.228294,-0.033170,-0.004316
attn_L1_H12,4I8HA,0.328531,0.364507,-0.035976,-0.005526
attn_L1_H12,4K8WA,0.195129,0.263158,-0.068029,-0.007729
attn_L1_H12,4LBHA,0.273037,0.309689,-0.036652,-0.004198
attn_L1_H12,4LH6A,0.217590,0.260537,-0.042947,-0.002642
attn_L1_H12,4MUOA,0.242227,0.280774,-0.038547,-0.001875
attn_L1_H12,4MZCA,0.194885,0.221591,-0.026705,-0.003137
attn_L1_H12,4PEDA,0.250888,0.287198,-0.036310,-0.001430
attn_L1_H12,4RVCA,0.272599,0.327337,-0.054737,-0.004691
attn_L1_H12,4TL6A,0.205663,0.273951,-0.068288,-0.004635
attn_L1_H12,4WBJA,0.249933,0.298655,-0.048722,-0.004252
attn_L1_H12,4XRAA,0.167410,0.245968,-0.078558,-0.003728
attn_L1_H12,5AJGA,0.232439,0.271632,-0.039193,-0.002501
attn_L1_H13,1CUKA,0.438277,0.434298,0.003979,0.000309
attn_L1_H13,1F86A,0.396000,0.414304,-0.018304,-0.001552
attn_L1_H13,1G3QA,0.416828,0.424551,-0.007723,-0.000501
attn_L1_H13,1H4XA,0.313262,0.459798,-0.146536,-0.006258
attn_L1_H13,1HDKA,0.462570,0.482710,-0.020140,-0.001791
attn_L1_H13,1KMVA,0.454995,0.448167,0.006828,0.000389
attn_L1_H13,1S3CA,0.371759,0.453445,-0.081686,-0.012494
attn_L1_H13,1T2WA,0.445706,0.521010,-0.075304,-0.016168
attn_L1_H13,1U2KA,0.441946,0.467960,-0.026014,-0.001788
attn_L1_H13,2CZQA,0.415691,0.444570,-0.028879,-0.001967
attn_L1_H13,2D2EA,0.429644,0.461844,-0.032199,-0.001997
attn_L1_H13,2D59A,0.455263,0.435895,0.019369,0.002088
attn_L1_H13,2D5MA,0.436373,0.422388,0.013985,0.001155
attn_L1_H13,2DYIA,0.398551,0.422114,-0.023563,-0.002351
attn_L1_H13,2GK4A,0.413140,0.426942,-0.013802,-0.001562
attn_L1_H13,2II1A,0.396783,0.424120,-0.027337,-0.002028
attn_L1_H13,2O2KA,-0.088028,0.159983,-0.248011,-0.041017
attn_L1_H13,2OZEA,0.417605,0.399427,0.018177,0.001863
attn_L1_H13,2PJZA,0.427323,0.419558,0.007765,0.000580
attn_L1_H13,2WAWA,0.355320,0.383052,-0.027732,-0.001597
attn_L1_H13,2YC3A,0.458149,0.427372,0.030777,0.002943
attn_L1_H13,3BZMA,0.359805,0.376702,-0.016897,-0.005904
attn_L1_H13,3C8MA,0.421309,0.433230,-0.011921,-0.000605
attn_L1_H13,3EYEA,0.373671,0.418946,-0.045275,-0.003139
attn_L1_H13,3FF9A,0.459759,0.458258,0.001501,0.000257
attn_L1_H13,3FZ4A,0.437045,0.417841,0.019204,0.002216
attn_L1_H13,3G5TA,0.407117,0.446021,-0.038904,-0.001931
attn_L1_H13,3GX8A,0.443138,0.429594,0.013544,0.001391
attn_L1_H13,3JRNA,0.448567,0.419294,0.029273,0.001773
attn_L1_H13,3L51A,0.440601,0.465866,-0.025265,-0.002704
attn_L1_H13,3LWXA,0.408010,0.411424,-0.003413,-0.000523
attn_L1_H13,3N08A,0.462857,0.451400,0.011457,0.001174
attn_L1_H13,3NY7A,0.305699,0.445198,-0.139499,-0.012860
attn_L1_H13,3PU9A,0.356615,0.444469,-0.087853,-0.005944
attn_L1_H13,3R6DA,0.421620,0.400923,0.020696,0.001518
attn_L1_H13,3RHBA,0.418201,0.402645,0.015557,0.001159
attn_L1_H13,3ZSJA,0.394409,0.468803,-0.074394,-0.005764
attn_L1_H13,4GS1A,0.282062,0.341497,-0.059435,-0.007733
attn_L1_H13,4I8HA,0.351768,0.362776,-0.011009,-0.001691
attn_L1_H13,4K8WA,0.400642,0.470721,-0.070079,-0.007962
attn_L1_H13,4LBHA,0.508676,0.453143,0.055533,0.006360
attn_L1_H13,4LH6A,0.416806,0.420453,-0.003647,-0.000224
attn_L1_H13,4MUOA,0.349947,0.366947,-0.017000,-0.000827
attn_L1_H13,4MZCA,0.414067,0.413368,0.000699,0.000082
attn_L1_H13,4PEDA,0.401642,0.399707,0.001935,0.000076
attn_L1_H13,4RVCA,0.432630,0.401836,0.030795,0.002639
attn_L1_H13,4TL6A,0.314210,0.438327,-0.124116,-0.008425
attn_L1_H13,4WBJA,0.435220,0.409775,0.025445,0.002221
attn_L1_H13,4XRAA,0.442352,0.440650,0.001702,0.000081
attn_L1_H13,5AJGA,0.332895,0.405483,-0.072588,-0.004631
attn_L1_H14,1CUKA,0.315793,0.544188,-0.228394,-0.017710
attn_L1_H14,1F86A,0.174637,0.280915,-0.106279,-0.009011
attn_L1_H14,1G3QA,0.391805,0.593077,-0.201272,-0.013057
attn_L1_H14,1H4XA,0.047513,0.239322,-0.191809,-0.008192
attn_L1_H14,1HDKA,0.278540,0.428393,-0.149853,-0.013330
attn_L1_H14,1KMVA,0.258650,0.440483,-0.181833,-0.010350
attn_L1_H14,1S3CA,0.063044,0.240885,-0.177841,-0.027202
attn_L1_H14,1T2WA,0.065207,0.254460,-0.189253,-0.040634
attn_L1_H14,1U2KA,0.167488,0.472269,-0.304781,-0.020949
attn_L1_H14,2CZQA,0.107142,0.296984,-0.189842,-0.012934
attn_L1_H14,2D2EA,0.281535,0.485223,-0.203688,-0.012634
attn_L1_H14,2D59A,0.266489,0.390743,-0.124254,-0.013395
attn_L1_H14,2D5MA,0.277893,0.502207,-0.224313,-0.018522
attn_L1_H14,2DYIA,0.113414,0.358598,-0.245184,-0.024467
attn_L1_H14,2GK4A,0.216646,0.396562,-0.179916,-0.020358
attn_L1_H14,2II1A,0.195060,0.481465,-0.286404,-0.021244
attn_L1_H14,2O2KA,0.020629,0.068295,-0.047666,-0.007883
attn_L1_H14,2OZEA,0.394430,0.547566,-0.153137,-0.015692
attn_L1_H14,2PJZA,0.321550,0.505577,-0.184026,-0.013736
attn_L1_H14,2WAWA,0.168422,0.308093,-0.139671,-0.008042
attn_L1_H14,2YC3A,0.384855,0.577849,-0.192994,-0.018455
attn_L1_H14,3BZMA,0.611951,0.695779,-0.083828,-0.029291
attn_L1_H14,3C8MA,0.260691,0.572340,-0.311649,-0.015818
attn_L1_H14,3EYEA,0.132698,0.349914,-0.217215,-0.015059
attn_L1_H14,3FF9A,0.271701,0.334677,-0.062977,-0.010765
attn_L1_H14,3FZ4A,0.131385,0.370913,-0.239528,-0.027636
attn_L1_H14,3G5TA,0.185237,0.435424,-0.250187,-0.012416
attn_L1_H14,3GX8A,0.372153,0.441577,-0.069424,-0.007129
attn_L1_H14,3JRNA,0.210630,0.434693,-0.224063,-0.013574
attn_L1_H14,3L51A,0.123842,0.318788,-0.194945,-0.020865
attn_L1_H14,3LWXA,0.126301,0.283766,-0.157465,-0.024132
attn_L1_H14,3N08A,0.310762,0.484824,-0.174062,-0.017833
attn_L1_H14,3NY7A,0.069765,0.169955,-0.100190,-0.009236
attn_L1_H14,3PU9A,0.126009,0.360153,-0.234145,-0.015843
attn_L1_H14,3R6DA,0.363541,0.608488,-0.244948,-0.017967
attn_L1_H14,3RHBA,0.308365,0.417214,-0.108849,-0.008110
attn_L1_H14,3ZSJA,0.128211,0.319220,-0.191008,-0.014800
attn_L1_H14,4GS1A,0.233918,0.439971,-0.206053,-0.026810
attn_L1_H14,4I8HA,0.382039,0.590773,-0.208734,-0.032063
attn_L1_H14,4K8WA,0.000322,0.179755,-0.179434,-0.020385
attn_L1_H14,4LBHA,0.228127,0.356133,-0.128007,-0.014661
attn_L1_H14,4LH6A,0.293994,0.532932,-0.238938,-0.014701
attn_L1_H14,4MUOA,0.383791,0.651219,-0.267428,-0.013006
attn_L1_H14,4MZCA,0.356065,0.393262,-0.037197,-0.004370
attn_L1_H14,4PEDA,0.496838,0.731574,-0.234736,-0.009246
attn_L1_H14,4RVCA,0.516117,0.696914,-0.180797,-0.015493
attn_L1_H14,4TL6A,0.021674,0.287958,-0.266284,-0.018075
attn_L1_H14,4WBJA,0.209435,0.461874,-0.252440,-0.022030
attn_L1_H14,4XRAA,0.324580,0.527156,-0.202576,-0.009613
attn_L1_H14,5AJGA,0.219733,0.501639,-0.281906,-0.017986
attn_L1_H15,1CUKA,0.175232,0.117822,0.057410,0.004452
attn_L1_H15,1F86A,0.065535,0.064815,0.000720,0.000061
attn_L1_H15,1G3QA,0.054274,0.026709,0.027565,0.001788
attn_L1_H15,1H4XA,0.010794,0.024686,-0.013892,-0.000593
attn_L1_H15,1HDKA,0.004967,-0.004583,0.009551,0.000850
attn_L1_H15,1KMVA,0.024426,0.012171,0.012255,0.000698
attn_L1_H15,1S3CA,0.059060,0.080807,-0.021746,-0.003326
attn_L1_H15,1T2WA,0.040138,0.048354,-0.008215,-0.001764
attn_L1_H15,1U2KA,0.027670,0.037325,-0.009656,-0.000664
attn_L1_H15,2CZQA,0.074782,0.076012,-0.001230,-0.000084
attn_L1_H15,2D2EA,0.020377,0.026649,-0.006272,-0.000389
attn_L1_H15,2D59A,0.002010,0.002955,-0.000946,-0.000102
attn_L1_H15,2D5MA,-0.004000,-0.001965,-0.002035,-0.000168
attn_L1_H15,2DYIA,0.019542,0.002585,0.016957,0.001692
attn_L1_H15,2GK4A,-0.010092,-0.006028,-0.004064,-0.000460
attn_L1_H15,2II1A,0.052825,0.057617,-0.004792,-0.000355
attn_L1_H15,2O2KA,0.058863,0.055356,0.003508,0.000580
attn_L1_H15,2OZEA,0.039032,0.036988,0.002045,0.000210
attn_L1_H15,2PJZA,0.079207,0.048605,0.030602,0.002284
attn_L1_H15,2WAWA,0.022777,0.022413,0.000364,0.000021
attn_L1_H15,2YC3A,0.030546,0.018489,0.012058,0.001153
attn_L1_H15,3BZMA,-0.014316,-0.005913,-0.008404,-0.002936
attn_L1_H15,3C8MA,0.080357,0.067666,0.012691,0.000644
attn_L1_H15,3EYEA,0.083410,0.085858,-0.002449,-0.000170
attn_L1_H15,3FF9A,-0.015034,0.004228,-0.019262,-0.003293
attn_L1_H15,3FZ4A,0.009759,0.011676,-0.001917,-0.000221
attn_L1_H15,3G5TA,0.034789,0.029559,0.005230,0.000260
attn_L1_H15,3GX8A,0.043504,0.033259,0.010245,0.001052
attn_L1_H15,3JRNA,0.035090,0.011600,0.023490,0.001423
attn_L1_H15,3L51A,0.124407,0.115109,0.009298,0.000995
attn_L1_H15,3LWXA,0.112603,0.088746,0.023857,0.003656
attn_L1_H15,3N08A,0.068924,0.045134,0.023790,0.002437
attn_L1_H15,3NY7A,0.009491,0.019640,-0.010149,-0.000936
attn_L1_H15,3PU9A,0.035724,0.023632,0.012092,0.000818
attn_L1_H15,3R6DA,0.041085,0.033770,0.007315,0.000537
attn_L1_H15,3RHBA,0.042370,0.030756,0.011614,0.000865
attn_L1_H15,3ZSJA,0.042106,0.032946,0.009161,0.000710
attn_L1_H15,4GS1A,0.054114,0.059697,-0.005583,-0.000726
attn_L1_H15,4I8HA,0.043141,0.006502,0.036638,0.005628
attn_L1_H15,4K8WA,0.055624,0.041467,0.014157,0.001608
attn_L1_H15,4LBHA,-0.047470,-0.045234,-0.002237,-0.000256
attn_L1_H15,4LH6A,0.002737,0.005917,-0.003179,-0.000196
attn_L1_H15,4MUOA,0.103847,0.095978,0.007870,0.000383
attn_L1_H15,4MZCA,0.028441,0.018779,0.009662,0.001135
attn_L1_H15,4PEDA,0.044619,0.022729,0.021890,0.000862
attn_L1_H15,4RVCA,0.070987,0.048057,0.022930,0.001965
attn_L1_H15,4TL6A,-0.008892,0.006476,-0.015368,-0.001043
attn_L1_H15,4WBJA,0.024478,0.036844,-0.012366,-0.001079
attn_L1_H15,4XRAA,0.024452,0.031986,-0.007534,-0.000358
attn_L1_H15,5AJGA,0.011160,0.007428,0.003731,0.000238
attn_L1_H16,1CUKA,-0.012039,0.011631,-0.023669,-0.001835
attn_L1_H16,1F86A,0.088561,0.086038,0.002524,0.000214
attn_L1_H16,1G3QA,-0.106941,-0.108905,0.001964,0.000127
attn_L1_H16,1H4XA,-0.019007,-0.010290,-0.008717,-0.000372
attn_L1_H16,1HDKA,-0.079328,-0.050910,-0.028418,-0.002528
attn_L1_H16,1KMVA,-0.092580,-0.099944,0.007365,0.000419
attn_L1_H16,1S3CA,-0.300716,-0.269140,-0.031576,-0.004830
attn_L1_H16,1T2WA,0.005842,-0.025387,0.031229,0.006705
attn_L1_H16,1U2KA,-0.001241,0.014932,-0.016174,-0.001112
attn_L1_H16,2CZQA,0.122860,0.134042,-0.011182,-0.000762
attn_L1_H16,2D2EA,-0.077560,-0.079008,0.001448,0.000090
attn_L1_H16,2D59A,0.019791,-0.012378,0.032169,0.003468
attn_L1_H16,2D5MA,0.034929,0.030827,0.004102,0.000339
attn_L1_H16,2DYIA,0.016125,0.010028,0.006096,0.000608
attn_L1_H16,2GK4A,-0.063621,-0.024735,-0.038886,-0.004400
attn_L1_H16,2II1A,-0.326036,-0.289636,-0.036400,-0.002700
attn_L1_H16,2O2KA,0.103507,0.025092,0.078415,0.012969
attn_L1_H16,2OZEA,-0.083018,-0.081985,-0.001033,-0.000106
attn_L1_H16,2PJZA,-0.316881,-0.271119,-0.045763,-0.003416
attn_L1_H16,2WAWA,-0.043324,-0.018104,-0.025220,-0.001452
attn_L1_H16,2YC3A,-0.043478,0.006535,-0.050013,-0.004782
attn_L1_H16,3BZMA,0.014552,0.021522,-0.006970,-0.002435
attn_L1_H16,3C8MA,0.037236,0.044416,-0.007179,-0.000364
attn_L1_H16,3EYEA,-0.231139,-0.158592,-0.072547,-0.005030
attn_L1_H16,3FF9A,-0.136680,-0.077781,-0.058899,-0.010068
attn_L1_H16,3FZ4A,0.048754,0.067956,-0.019203,-0.002216
attn_L1_H16,3G5TA,-0.070473,-0.078911,0.008438,0.000419
attn_L1_H16,3GX8A,-0.081799,-0.018459,-0.063340,-0.006505
attn_L1_H16,3JRNA,-0.112872,-0.121074,0.008202,0.000497
attn_L1_H16,3L51A,0.070143,0.051849,0.018295,0.001958
attn_L1_H16,3LWXA,0.060944,0.053545,0.007399,0.001134
attn_L1_H16,3N08A,0.156642,0.168020,-0.011378,-0.001166
attn_L1_H16,3NY7A,0.117204,0.106139,0.011065,0.001020
attn_L1_H16,3PU9A,-0.010891,-0.023726,0.012835,0.000868
attn_L1_H16,3R6DA,-0.079670,-0.084090,0.004420,0.000324
